Date,Open,High,Low,Close,Volume
2010-01-04,85.51563262939453,85.56090510002426,84.1423120366691,84.79124431468594,118944600
2010-01-05,85.74200439453125,85.77973529294883,85.15343922354873,85.46281647117776,111579900
2010-01-06,85.80235290527344,86.01363207392798,85.5910737366189,85.65898243071832,116074400
2010-01-07,86.16458892822266,86.27022856042645,85.40246950424262,85.64393234312672,131091100
2010-01-08,86.45130157470703,86.48903247213816,85.76464414548849,85.93819245704768,126402800
2010-01-11,86.5720443725586,86.8738685540455,86.2022999634608,86.83614340982326,106375700
2010-01-12,85.76465606689453,86.17966721169074,85.43264254551559,85.99857154408744,163333500
2010-01-13,86.48904418945312,86.73050699771579,85.5458291951572,85.98347657724564,161822000
2010-01-14,86.72295379638672,86.88141321387256,86.33812049281993,86.39094029864854,115718800
2010-01-15,85.74957275390625,86.6550569687111,85.41755918857797,86.57205933430727,212283100
2010-01-19,86.821044921875,86.87386472700106,85.71182325730054,85.73446525114913,139172700
2010-01-20,85.93821716308594,86.36077570254628,85.2515595364629,86.23249982548558,216490200
2010-01-21,84.28569030761719,86.22494012218071,84.1800506879077,85.96084107290699,344859600
2010-01-22,82.40680694580078,84.31587317349451,82.31625623383802,83.90840360505328,345942400
2010-01-25,82.82933044433594,83.31226161394669,82.55768993700961,83.16134382440426,186937500
2010-01-26,82.48223114013672,83.35753708029304,82.27849931305909,82.50486737015366,211168800
2010-01-27,82.87464141845703,83.06328441225835,81.74278345564913,82.37662115149645,271863600
2010-01-28,81.92388153076172,83.1915627167222,81.42586700605982,83.14629023909316,316104000
2010-01-29,81.03349304199219,82.85201446944961,80.90521717348791,82.27853809205737,310677600
2010-02-01,82.29362487792969,82.30117221027292,81.11649433720665,81.60696731481718,187865000
2010-02-02,83.28966522216797,83.44812467023746,82.15780708716169,82.44454816579731,216327900
2010-02-03,82.87464141845703,83.36511435372591,82.63317861666845,82.91236656306091,172730700
2010-02-04,80.31665802001953,82.2709970408024,80.30156335379131,82.23327188908861,356715700
2010-02-05,80.48263549804688,80.64863646760699,78.91312468371794,80.40717370824302,493585800
2010-02-08,79.90161895751953,80.9882043483434,79.8412518231567,80.54300392857598,224166900
2010-02-09,80.90522766113281,81.60697999799662,80.18838065723652,80.83731317334409,337820500
2010-02-10,80.7467269897461,81.19192157221096,80.06761124308922,80.77691055147814,240511500
2010-02-11,81.59185028076172,81.68240097327173,80.17325730632905,80.64109391557471,223591600
2010-02-12,81.52394104003906,81.56921350753161,80.36944706356961,80.73163831736237,304622100
2010-02-16,82.80670928955078,82.88971264967807,81.3579327877534,82.1426881654585,159317500
2010-02-17,83.1991195678711,83.31230653182148,82.80673886043354,83.2066611437205,168845100
2010-02-18,83.68955993652344,83.86310822422944,83.03308040716705,83.06326396957807,193708600
2010-02-19,83.8631362915039,84.18760249985719,83.27457101982303,83.4707613626926,222684900
2010-02-22,83.87821960449219,84.19513843759482,83.62920948265712,84.17250220050563,132346900
2010-02-23,82.85953521728516,83.90838965621839,82.64070868411488,83.65183798369728,207497000
2010-02-24,83.62166595458984,83.75748914022947,82.89727755015427,83.10855678183206,176350700
2010-02-25,83.50847625732422,83.56884339493791,82.20307000875877,82.42943813941949,259634700
2010-02-26,83.56128692626953,83.84802792011659,83.08590872262913,83.58392316116768,173589300
2010-03-01,84.4290542602539,84.5120576345563,83.88576154006628,83.90839777725293,147709700
2010-03-02,84.66297149658203,85.07044104527114,84.51205940755369,84.791253104876,160992400
2010-03-03,84.7384033203125,85.24396497232591,84.52711841072056,84.88176802709346,150785000
2010-03-04,84.99495697021484,85.11569120716223,84.53466776647218,84.85158650307115,135770400
2010-03-05,86.2098388671875,86.27774757430511,85.34208003792675,85.54581767313296,176118800
2010-03-08,86.22490692138672,86.41354984922087,86.07399488188952,86.21736534925957,114631200
2010-03-09,86.3683090209961,86.76823125336726,85.92311431157987,85.96838678862494,154556700
2010-03-10,86.75313568115234,86.98705113714928,86.33057724272511,86.40603328431183,186088800
2010-03-11,87.11534118652344,87.13798318392519,86.28531307989061,86.54941214696544,160791100
2010-03-12,87.12288665771484,87.50772000833258,86.88142383627245,87.49262534372056,162074800
2010-03-15,87.14549255371094,87.20585967728368,86.47392413550988,86.97194426959646,146816800
2010-03-16,87.83972930908203,87.92272693273308,87.14551869361358,87.38698150340728,168673000
2010-03-17,88.36035919189453,88.64710016864532,87.84725012273252,88.10380753577658,177468100
2010-03-18,88.31510162353516,88.48864994796871,87.9604518863095,88.36792142970108,196509100
2010-03-19,87.86808776855469,88.86822442302058,87.5271285436877,87.86808776855469,226641100
2010-03-22,88.33782196044922,88.49693969166806,87.31495611775573,87.36799343461735,184477800
2010-03-23,88.9591064453125,89.03487319964553,88.17869211184711,88.46661387119858,182941600
2010-03-24,88.5272216796875,88.97425534658953,87.57255019288533,88.62572366052376,196072600
2010-03-25,88.38330841064453,89.53497862350329,88.27723375080105,89.12583102954895,223396300
2010-03-26,88.33025360107422,88.96670143418866,87.98172181903999,88.54998129030686,205808500
2010-03-29,88.8909683227539,89.05008034128632,88.41363226715664,88.77731522933462,134513500
2010-03-30,88.95154571533203,89.27734802628872,88.58028449886686,88.99700462084051,145772500
2010-03-31,88.64847564697266,89.04246632859129,88.35298119060015,88.6105893707673,161078700
2010-04-01,89.25462341308594,89.59557678415459,88.72424443731502,89.25462341308594,161215200
2010-04-05,89.98199462890625,90.04260457918117,89.3455410156282,89.59557657015294,105847600
2010-04-06,90.19415283203125,90.35326480593785,89.62589330494988,89.72438954194878,110384200
2010-04-07,89.67889404296875,90.43657310329756,89.26216824753492,90.01227467931582,184576300
2010-04-08,89.98955535888672,90.141094666119,89.10307208895352,89.36825865081813,158704000
2010-04-09,90.58055877685547,90.61843927186466,90.01229932601105,90.1789839091928,133006500
2010-04-12,90.72453308105469,90.95941763454314,90.58815055280293,90.69422521026148,110279000
2010-04-13,90.79269409179688,90.95180601990118,90.16381900883705,90.63358216369255,125043600
2010-04-14,91.82313537597656,91.82313537597656,90.98211108141062,91.12606618490624,161609000
2010-04-15,91.89892578125,92.11107506679058,91.64131180549754,91.67161967209398,144615300
2010-04-16,90.43659973144531,91.89892097967102,89.97441490610846,91.5731186565751,366786700
2010-04-19,90.77752685546875,90.86845042422395,89.76223968388186,90.17138707233154,217947800
2010-04-20,91.58828735351562,91.66405992097103,90.82303529180658,91.34583016731007,157708000
2010-04-21,91.42158508300781,91.85346204319413,90.91393556999633,91.64130698817146,192910100
2010-04-22,91.6943359375,91.80798897573008,90.25475005536455,90.77754478220906,115360300
2010-04-23,92.29289245605469,92.33077872459467,91.39883085646132,91.6337153162698,177335500
2010-04-26,91.94435119628906,92.52776729962663,91.85343341025481,92.3231907197848,143457300
2010-04-27,89.76982879638672,91.93678586074398,89.59556004731924,91.41399117480796,355853300
2010-04-28,90.45175170898438,90.67905780861454,89.61072723324067,90.20172193615227,300674100
